no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status,total_assets
1,1,1,3500000,10500000,20,454,2100000,1,19900000
1,1,0,8400000,32500000,14,698,12200000,0,43800000
4,1,1,6400000,21300000,20,332,8000000,1,28900000
1,1,0,9600000,28300000,6,536,6000000,1,55300000
5,1,1,2100000,6500000,10,796,2700000,0,12500000
2,1,1,6000000,19900000,8,486,6600000,1,40300000
0,1,1,8300000,16800000,18,422,11400000,1,41900000
1,1,1,5300000,18500000,6,501,4300000,1,31900000
1,1,1,9700000,23500000,4,666,8000000,0,47800000
3,1,1,8200000,16500000,18,371,8200000,1,38700000
5,0,0,3400000,6900000,14,312,3800000,1,12500000
5,0,0,2800000,11000000,12,753,2400000,0,19200000
0,1,1,2400000,5200000,16,740,2900000,0,14800000
1,0,0,8200000,24000000,4,366,10400000,1,51300000
4,1,0,4200000,11100000,8,526,4900000,1,28600000
4,0,1,5500000,14800000,10,354,7700000,1,40600000
5,1,1,2900000,6300000,6,719,1600000,0,17500000
5,1,0,6300000,20100000,12,774,5800000,0,43600000
5,1,1,9700000,29100000,18,732,12400000,0,47700000
1,1,0,6500000,16000000,6,862,9700000,0,26000000
5,1,0,4900000,10800000,18,613,5300000,0,22100000
5,0,1,6900000,16500000,6,447,6600000,1,18600000
4,1,1,1100000,3000000,4,730,1100000,0,4500000
2,1,1,7800000,29600000,14,568,7200000,0,35500000
2,0,1,8200000,23600000,6,495,6100000,1,60800000
5,1,1,6700000,23600000,14,854,7500000,0,25700000
3,0,1,7400000,15200000,10,548,4800000,1,48800000
1,1,0,1200000,2700000,14,779,600000,0,5200000
0,1,0,9500000,24800000,2,564,12000000,0,53000000
5,1,1,4000000,8200000,2,571,4400000,0,20700000
0,1,1,8600000,32600000,8,778,11000000,0,69200000
4,0,1,9100000,28400000,12,808,9700000,0,56900000
0,1,1,7100000,18600000,20,770,5100000,0,55400000
0,1,0,9000000,28400000,4,612,13200000,0,34100000
3,0,1,1400000,2700000,14,819,1300000,0,6700000
1,0,0,8800000,20200000,6,627,11900000,0,57900000
3,1,1,5400000,14700000,4,359,6100000,1,37300000
1,0,0,6100000,19100000,6,341,6300000,1,24000000
1,0,0,1000000,3600000,4,570,1000000,0,6000000
3,0,1,7700000,18100000,20,736,10000000,0,51400000
1,0,1,6100000,12900000,2,302,7200000,1,32000000
2,1,1,7700000,21000000,12,420,10500000,1,47800000
4,0,1,4700000,12000000,2,416,6800000,1,27000000
2,0,1,9100000,34800000,20,836,9900000,0,62800000
0,0,1,5800000,12700000,12,528,7600000,1,35300000
4,1,0,8500000,24900000,2,405,11400000,1,24000000
2,0,1,9900000,33400000,14,783,9500000,0,53700000
4,1,1,2000000,4000000,10,636,1700000,0,6100000
1,1,1,5000000,16800000,6,711,3200000,0,29900000
1,0,1,3200000,11800000,16,848,2300000,0,16200000
1,1,1,8000000,27800000,8,804,11800000,0,36600000
0,1,1,1200000,2800000,14,892,1700000,0,6600000
2,1,1,5800000,22800000,14,696,4800000,0,33100000
1,0,0,2500000,7600000,20,888,1900000,0,18000000
1,1,1,600000,1400000,10,699,800000,0,2200000
5,0,0,4900000,13000000,10,865,6500000,0,31700000
2,0,1,9400000,37300000,14,383,7700000,1,50800000
2,0,0,5300000,19300000,16,368,3700000,1,26700000
5,1,0,5100000,15800000,4,607,7000000,0,26300000
4,1,1,2900000,8900000,18,827,1600000,0,15000000
1,0,0,9100000,34000000,12,672,8800000,0,42900000
3,1,1,8800000,26700000,12,708,9600000,0,58200000
4,1,0,2600000,8800000,10,682,1600000,0,19500000
1,0,1,9700000,25500000,18,741,4900000,0,62900000
5,1,1,600000,1200000,8,343,600000,1,2400000
0,0,1,4100000,11100000,16,785,4800000,0,20600000
1,1,1,8000000,28000000,20,830,10600000,0,60600000
2,0,0,8800000,26700000,16,696,10900000,0,48500000
1,0,0,200000,300000,12,697,100000,0,1600000
0,0,1,3800000,11700000,2,351,3100000,0,19300000
3,0,0,6800000,21800000,10,556,5400000,0,44800000
0,0,0,8600000,31800000,2,895,5100000,0,58100000
2,0,1,2800000,8400000,10,534,1500000,1,23700000
0,0,0,8000000,29800000,12,736,8400000,0,47100000
2,0,1,2300000,5500000,16,629,1900000,0,14500000
4,0,1,7600000,16200000,20,657,5500000,0,39700000
2,0,0,2900000,11300000,12,839,2600000,0,13900000
4,1,0,7900000,25700000,18,589,9800000,0,29900000
2,1,0,1900000,4500000,6,805,2300000,0,10100000
3,1,1,4600000,13600000,20,729,5900000,0,27400000
1,1,0,2600000,7700000,6,399,3500000,1,16900000
2,1,0,2700000,6700000,8,413,2300000,1,17600000
5,0,1,6300000,13200000,16,321,7100000,1,25900000
0,0,1,2600000,7500000,2,853,1400000,0,17700000
4,1,1,7700000,23400000,6,400,10700000,1,28100000
0,0,1,7400000,16300000,16,630,5300000,0,52800000
3,0,1,7300000,21600000,20,557,9300000,0,32100000
1,0,0,2900000,7600000,2,358,2100000,1,11600000
3,0,1,6600000,16000000,10,510,6300000,1,19300000
2,0,1,2700000,9600000,14,554,1900000,0,16200000
3,0,1,8300000,27700000,4,596,7400000,0,57300000
0,0,0,4900000,18500000,8,659,4900000,0,25200000
4,0,1,7900000,30700000,10,322,6300000,1,54100000
5,0,1,8800000,21300000,14,852,9900000,0,42900000
5,1,0,4000000,14100000,18,653,5400000,0,19300000
4,0,1,3900000,9200000,12,737,5200000,0,17400000
3,0,1,7700000,18900000,2,583,9300000,0,29000000
1,0,1,3800000,10000000,16,873,4000000,0,18200000
5,0,0,8000000,27000000,20,595,10400000,0,34500000
5,0,1,3400000,11300000,20,871,2400000,0,20100000
5,0,1,5500000,18800000,12,603,5000000,0,25000000
0,1,0,7700000,29300000,14,801,4700000,0,41400000
5,0,0,4000000,9400000,4,723,2000000,0,12300000
5,1,1,5900000,22600000,18,630,6800000,0,23000000
0,1,1,2600000,9900000,20,368,2000000,1,10300000
3,0,0,6600000,22200000,12,759,8500000,0,29800000
0,1,1,1000000,3000000,18,382,900000,1,6400000
4,1,1,800000,2800000,16,645,600000,0,4600000
0,0,0,3200000,6300000,6,878,3600000,0,20000000
4,0,0,8400000,23400000,12,350,6700000,1,55300000
3,0,1,5800000,17600000,6,720,6600000,0,27900000
0,1,1,7300000,28100000,10,673,8900000,0,31200000
1,0,0,3900000,8000000,6,448,4000000,1,11800000
2,1,1,4600000,16000000,4,720,4200000,0,16300000
0,0,0,3600000,12300000,2,300,5400000,0,22500000
4,0,0,7500000,28700000,20,520,5700000,1,23300000
1,0,0,5200000,15000000,12,794,5100000,0,26900000
3,0,1,4400000,10000000,8,875,4100000,0,22800000
1,1,1,5100000,12900000,14,533,3900000,1,27800000
0,0,0,6000000,23600000,6,776,8800000,0,39900000
2,0,0,3800000,11400000,6,706,2800000,0,17100000
3,0,0,2800000,10900000,2,710,3600000,0,8600000
5,0,1,6500000,18300000,4,333,7000000,1,30200000
2,1,1,1600000,6400000,4,787,1100000,0,6800000
4,0,0,5500000,18600000,12,569,7300000,0,39400000
0,0,1,9600000,20100000,16,427,7400000,1,44000000
0,0,0,7000000,27800000,16,640,8200000,0,31200000
2,1,0,4000000,8100000,16,312,3100000,1,20700000
1,1,1,8100000,30900000,12,464,7500000,1,41300000
2,1,1,6600000,22800000,8,490,6400000,1,34100000
5,0,0,4100000,10200000,12,431,4300000,1,22100000
1,0,0,6600000,24800000,4,500,6100000,0,29400000
4,0,0,5100000,12200000,14,511,3400000,1,27000000
4,0,0,8200000,25200000,18,691,10500000,0,43200000
1,1,1,9500000,24400000,14,696,6300000,0,61700000
0,1,1,7600000,27600000,2,437,6800000,0,48800000
2,1,1,8400000,20800000,12,335,10100000,1,37500000
4,0,0,7600000,25100000,4,671,4300000,0,45200000
4,1,1,1400000,3700000,12,621,1800000,0,9100000
4,1,1,2700000,6800000,10,455,2700000,1,14700000
1,0,1,200000,500000,10,856,200000,0,1200000
3,0,0,600000,2100000,16,892,500000,0,3500000
4,0,0,5200000,12900000,16,819,7500000,0,24300000
0,1,1,5100000,11600000,10,308,7000000,1,20700000
4,0,1,9200000,18600000,2,889,9700000,0,64400000
5,1,0,6500000,23200000,18,713,7200000,0,21500000
0,0,0,8500000,21000000,6,665,11300000,0,40700000
4,1,0,2000000,6000000,12,837,2300000,0,9500000
4,1,1,7500000,18000000,20,395,9700000,1,36500000
0,0,1,7500000,28900000,10,632,9900000,0,57100000
2,1,0,2000000,4300000,16,497,2800000,1,11000000
3,0,1,1400000,2700000,14,694,1700000,0,7600000
1,1,1,1700000,5600000,2,882,1600000,0,12400000
2,0,1,5300000,14900000,6,504,3200000,1,29700000
4,1,0,8900000,30100000,2,747,10300000,0,54200000
3,0,0,9700000,35300000,4,462,7200000,0,54700000
5,0,0,9000000,25900000,4,538,8100000,1,53500000
2,1,1,8500000,30900000,6,664,7400000,0,35400000
1,1,0,3500000,10900000,4,524,2800000,0,28600000
1,1,0,500000,1400000,6,464,500000,1,3000000
3,0,0,8900000,19100000,6,807,10400000,0,48700000
2,1,1,7800000,27200000,18,622,4300000,0,38400000
5,1,1,9800000,27800000,6,827,9500000,0,50100000
0,0,0,5200000,19000000,14,687,4400000,0,31800000
4,0,0,7400000,19400000,16,835,6500000,0,54100000
3,0,1,1200000,3300000,6,772,1400000,0,4500000
1,1,1,1000000,3200000,2,710,900000,0,3600000
3,0,1,9500000,32500000,14,581,4700000,0,53100000
3,1,0,4500000,11700000,18,775,4500000,0,24200000
2,0,0,4900000,16000000,12,710,5700000,0,25800000
3,1,1,700000,2500000,8,321,400000,1,4800000
0,0,0,9400000,28300000,20,761,10100000,0,68100000
3,1,1,8300000,31400000,6,674,6100000,1,19800000
4,0,1,5600000,13000000,4,899,6400000,0,31000000
5,1,1,4400000,12300000,8,567,6300000,0,15800000
3,0,0,2100000,5400000,8,771,1000000,0,15100000
1,1,1,4400000,10600000,4,360,5000000,1,29400000
0,1,0,6300000,19600000,6,425,5900000,1,39600000
4,0,0,9900000,30000000,18,496,13800000,1,47700000
3,1,0,700000,1600000,20,705,700000,0,3800000
4,1,0,3600000,12400000,14,427,2600000,1,21900000
1,1,1,5600000,21000000,2,552,6100000,0,31600000
3,1,1,1000000,3700000,8,725,1300000,0,8300000
5,0,1,6400000,15600000,8,553,8000000,0,37500000
0,1,0,8900000,19100000,2,725,8800000,0,42300000
4,0,0,9900000,26100000,2,481,9300000,1,43100000
2,0,1,4000000,8600000,4,847,2400000,0,27200000
0,1,1,7300000,25700000,10,666,6000000,0,46100000
1,1,0,8100000,25400000,6,477,4400000,1,40900000
4,0,1,6800000,22100000,4,446,9200000,0,27200000
0,1,1,2600000,8200000,8,630,2000000,0,18400000
5,1,1,300000,1100000,20,613,200000,0,1700000
2,0,1,2400000,7500000,4,851,2400000,0,9400000
0,1,0,6000000,20600000,12,339,8200000,1,31300000
4,0,1,3800000,11100000,16,857,4700000,0,30400000
0,0,1,7000000,22100000,14,467,5800000,1,42500000
0,0,1,5400000,12900000,16,355,7400000,1,32500000
1,1,0,6400000,16400000,6,428,8900000,1,47200000
5,1,1,7000000,24000000,14,450,4700000,1,37100000
2,1,1,2100000,4600000,4,348,1400000,1,12800000
4,1,1,4400000,15000000,12,459,2400000,1,17900000
0,1,0,8000000,31000000,8,847,5700000,0,44000000
2,1,1,3900000,8300000,18,523,2300000,1,11000000
0,0,0,4700000,15200000,10,786,3200000,0,28700000
0,0,0,6800000,21200000,14,300,10000000,1,25200000
0,1,1,1800000,6500000,12,728,1900000,0,9600000
3,1,1,8600000,32000000,4,497,4900000,0,33300000
1,1,1,3600000,13700000,10,548,4100000,1,21200000
1,0,1,6800000,22900000,6,576,5600000,0,25400000
3,0,1,1100000,4100000,20,863,600000,0,5600000
4,0,1,4000000,8400000,8,717,4000000,0,24200000
1,0,0,2500000,5900000,12,668,3700000,0,14300000
2,0,0,5400000,17400000,10,335,4300000,1,25400000
5,1,0,6600000,13600000,4,861,5400000,0,34700000
4,1,0,6000000,14900000,2,321,6500000,1,32600000
0,0,1,2200000,8300000,10,585,1900000,0,9600000
1,0,0,8800000,18500000,10,704,11300000,0,44200000
0,1,1,4000000,10300000,4,819,2600000,0,27500000
4,1,1,3600000,12400000,18,494,1900000,1,15600000
5,0,1,8100000,22500000,2,808,6000000,0,27800000
3,1,1,5200000,11000000,12,830,7600000,0,30000000
5,0,0,1100000,2800000,14,473,700000,1,4800000
2,0,0,7500000,29800000,4,392,4000000,0,28500000
5,1,0,7700000,20300000,12,806,9600000,0,53500000
0,1,0,5700000,21400000,8,340,3800000,1,22300000
3,0,1,5000000,13900000,8,555,4800000,0,37100000
5,1,0,500000,1200000,16,499,200000,1,2700000
3,0,0,8900000,21300000,10,467,8800000,1,53100000
1,1,0,1700000,6600000,4,797,1300000,0,10800000
4,1,1,500000,1300000,18,762,300000,0,3000000
3,1,1,9900000,36500000,16,562,9800000,0,58100000
1,0,0,8400000,21800000,2,492,6600000,1,33200000
3,1,1,500000,1700000,4,824,400000,0,2500000
2,0,0,1700000,5700000,10,602,1800000,0,12100000
1,1,1,6500000,18300000,10,722,4500000,0,39700000
1,1,0,8900000,28400000,6,709,7900000,0,53300000
1,1,0,400000,1400000,4,302,500000,0,1800000
3,1,0,5700000,12300000,6,364,5500000,1,38900000
0,1,1,9600000,23800000,12,389,8300000,1,68000000
0,0,1,8500000,20000000,16,786,8900000,0,38400000
0,0,0,4000000,11500000,8,434,5900000,1,15700000
2,1,1,6300000,18100000,6,671,5400000,0,29300000
3,0,1,4000000,14700000,8,376,4200000,1,18100000
4,0,0,9400000,32200000,6,898,8600000,0,58900000
5,0,1,4100000,15500000,10,836,3600000,0,26800000
4,0,1,1100000,4400000,6,515,1500000,1,6000000
3,1,0,8700000,24800000,20,360,4300000,1,65100000
4,0,1,4900000,12800000,2,691,7000000,0,19800000
1,1,1,2800000,9100000,14,510,3000000,1,17000000
0,0,0,9600000,23200000,18,389,8800000,1,40800000
3,0,1,6900000,19000000,14,348,4900000,1,27300000
2,1,1,2300000,8100000,2,504,3100000,0,9500000
2,1,0,6800000,21300000,20,658,9600000,0,40700000
1,1,1,2200000,5400000,16,641,1200000,0,10700000
2,1,0,5900000,19800000,20,327,8500000,1,29000000
1,0,1,7000000,20300000,18,726,9000000,0,41800000
1,0,1,9600000,34100000,20,828,12400000,0,65900000
0,0,0,6500000,14500000,12,755,3400000,0,41700000
2,1,1,3800000,7600000,20,788,5600000,0,16100000
2,0,0,9400000,25100000,20,832,5900000,0,43800000
0,1,0,2100000,8200000,4,554,1700000,0,13600000
1,1,1,8500000,26200000,8,811,12700000,0,61700000
5,0,1,3800000,12000000,2,649,4200000,0,21800000
1,1,1,3400000,9700000,20,830,4800000,0,20200000
1,0,1,5600000,11700000,6,707,3900000,0,24300000
0,0,1,8500000,33700000,10,483,12200000,1,56700000
4,1,1,2100000,5500000,18,349,2000000,1,6700000
4,0,0,400000,1500000,4,846,600000,0,1900000
4,1,0,7900000,31500000,20,386,7500000,1,41900000
5,1,0,6900000,19200000,12,408,9000000,1,39900000
0,1,1,1800000,3900000,2,764,1200000,0,6400000
0,0,1,1200000,3200000,18,473,1200000,1,5100000
3,1,0,3600000,9800000,12,654,2200000,0,9400000
1,0,0,7200000,22800000,2,551,9500000,0,45000000
5,0,0,9400000,21800000,6,850,6800000,0,49800000
5,0,0,9000000,24200000,4,646,11900000,0,36000000
1,1,1,1000000,2100000,8,793,1400000,0,6400000
3,1,0,5600000,19900000,16,551,4500000,0,34300000
1,0,0,900000,2600000,4,346,900000,1,4000000
5,1,1,9000000,19100000,14,540,4900000,1,30400000
2,1,0,3100000,9000000,20,892,4000000,0,17700000
1,1,1,8000000,20700000,6,570,11300000,0,35900000
4,1,1,3500000,11300000,16,874,3700000,0,15300000
4,0,0,3900000,12600000,8,553,4500000,0,23000000
2,0,0,9700000,34500000,10,649,5900000,0,43000000
4,0,0,4500000,15800000,14,439,4400000,1,31000000
5,1,0,6800000,24800000,8,621,4800000,0,49800000
2,1,0,6300000,18600000,14,872,7500000,0,37900000
2,0,0,4900000,18500000,8,492,5800000,1,28100000
0,0,0,4800000,18600000,6,618,4000000,0,35000000
5,0,0,7500000,15800000,18,458,8400000,1,36700000
5,1,0,5200000,13900000,4,422,7000000,1,24300000
3,1,1,9400000,30900000,20,873,9000000,0,59800000
5,1,0,3200000,10000000,14,610,3500000,0,15300000
1,1,1,3600000,13200000,20,546,2900000,1,26400000
1,1,1,3400000,7200000,8,741,3900000,0,22400000
3,0,0,2100000,8200000,6,754,1000000,0,8700000
1,0,0,7200000,15100000,8,379,8200000,1,32600000
5,0,0,4500000,16900000,18,455,5600000,1,15900000
0,0,1,2600000,9000000,20,615,3400000,0,15200000
4,0,1,6400000,21700000,10,384,5700000,1,39800000
0,0,0,6400000,25100000,16,628,6400000,0,37100000
3,0,0,3100000,11200000,16,865,4200000,0,14800000
2,0,0,1800000,5300000,2,679,900000,0,8200000
1,0,1,9300000,19000000,14,689,9000000,0,70600000
5,1,1,6500000,13800000,10,636,8100000,0,37900000
1,1,0,3100000,6600000,20,837,4300000,0,20500000
3,1,0,2300000,8500000,12,557,1300000,0,11200000
2,0,0,500000,1700000,10,324,700000,1,2400000
0,1,1,3700000,9300000,14,531,1900000,1,18200000
4,1,1,8600000,21400000,14,476,12800000,1,36900000
4,0,0,2600000,8500000,4,775,2600000,0,14800000
1,1,1,7100000,18000000,20,477,9300000,1,39100000
4,1,1,7000000,19800000,16,682,7300000,0,29100000
5,1,0,8300000,17700000,12,334,9800000,1,55300000
3,0,1,6800000,23900000,12,565,6700000,0,40400000
1,1,1,9900000,25700000,2,340,11800000,1,63900000
2,0,0,5100000,11000000,14,322,5900000,1,21500000
4,0,1,3500000,10700000,8,883,2000000,0,10900000
3,0,1,4300000,12800000,16,346,3800000,1,16300000
0,0,1,5300000,20200000,2,861,6200000,0,17800000
5,0,1,6400000,21900000,12,699,3800000,0,33400000
0,0,0,9300000,27200000,8,629,5000000,0,45700000
3,0,0,1100000,3100000,14,359,1000000,1,6500000
2,1,0,7100000,27000000,10,430,4200000,1,53500000
4,1,0,1100000,3300000,18,417,700000,1,6600000
2,0,0,1900000,5200000,6,896,2400000,0,10600000
0,1,0,1300000,3900000,16,690,800000,0,10000000
5,0,0,7500000,22800000,16,347,10700000,1,32400000
4,1,0,2400000,7000000,4,539,2900000,1,11900000
4,0,1,2500000,8000000,8,464,3000000,1,16000000
4,0,0,7500000,16200000,4,310,5800000,1,40000000
3,1,0,9300000,36600000,6,431,8800000,1,69500000
5,1,0,3300000,10000000,12,489,2800000,1,9700000
4,1,1,5700000,13900000,12,775,7100000,0,20600000
4,1,0,300000,600000,6,365,200000,1,900000
2,1,1,1200000,4500000,10,555,1400000,0,3900000
4,0,1,8200000,29600000,10,457,11000000,1,34800000
3,1,0,5500000,12400000,8,580,7300000,0,21000000
4,1,0,1800000,7200000,20,496,2000000,1,11300000
0,1,0,3500000,11400000,16,837,2700000,0,15800000
4,1,1,6000000,13200000,6,455,7100000,1,29700000
0,0,1,2700000,9700000,20,551,1600000,0,9700000
4,1,1,5900000,20700000,10,825,8500000,0,40600000
1,1,1,2100000,4200000,18,554,1500000,0,10600000
0,1,1,2000000,5200000,18,400,1500000,1,8400000
5,1,0,9000000,34300000,10,853,10100000,0,66600000
1,1,1,7600000,18800000,14,403,10000000,1,50300000
3,0,0,500000,1500000,6,392,600000,1,3400000
1,0,0,6300000,19000000,20,673,4200000,0,38700000
0,0,1,3100000,7100000,10,498,4300000,1,17100000
1,1,0,1100000,2600000,6,858,600000,0,6400000
4,0,1,3900000,14300000,20,477,2900000,1,14700000
4,1,1,8700000,28200000,12,548,8500000,1,41500000
4,1,1,6400000,23900000,6,300,7000000,1,52700000
2,0,1,200000,800000,12,483,300000,1,900000
1,0,0,2400000,5800000,20,384,3100000,1,12600000
3,1,0,8900000,35200000,10,894,9800000,0,50400000
3,1,0,6100000,14800000,10,492,6100000,1,28100000
5,1,1,7600000,25700000,4,607,4900000,0,55600000
3,1,0,900000,2400000,16,701,400000,0,2700000
2,1,1,7100000,19700000,20,890,4000000,0,40000000
2,1,1,5000000,14600000,10,808,3100000,0,25200000
4,0,1,2000000,7400000,20,596,2500000,0,7800000
4,0,1,2600000,6200000,14,421,3400000,1,13600000
2,0,1,7000000,14900000,20,495,10200000,1,32700000
3,0,0,3900000,9800000,6,604,3300000,0,25900000
3,0,0,8400000,32600000,4,509,8700000,0,67700000
0,0,1,200000,600000,8,852,200000,0,900000
2,1,1,1900000,6700000,16,893,1600000,0,15500000
2,1,1,9200000,33000000,14,874,6600000,0,44800000
3,1,1,300000,500000,6,386,100000,1,2200000
5,0,0,6300000,18100000,4,590,8600000,0,38700000
2,1,0,6100000,23500000,14,510,3400000,1,30900000
3,0,1,7800000,25600000,6,523,9200000,1,41500000
0,0,1,2000000,6700000,8,461,2600000,1,14300000
4,1,0,1900000,5600000,2,832,2400000,0,13100000
2,1,1,3300000,9600000,18,896,4900000,0,22900000
0,1,1,9500000,26000000,2,732,9300000,0,58500000
0,0,1,3500000,13900000,16,301,2700000,1,19100000
5,0,0,4400000,15800000,4,701,4100000,0,27500000
2,1,0,2000000,4000000,14,502,1300000,1,11800000
3,1,0,9200000,19500000,12,742,13700000,0,47700000
1,1,0,2200000,5000000,2,755,3200000,0,10300000
1,1,0,1900000,7100000,2,834,1400000,0,12000000
5,0,1,8700000,18400000,12,394,12000000,1,46600000
3,0,1,9700000,19700000,4,663,5200000,0,55100000
3,0,0,9400000,20300000,10,649,10000000,0,62400000
4,1,1,8000000,23200000,14,738,5400000,0,42900000
5,1,0,1000000,2000000,4,524,700000,1,6700000
5,1,0,5300000,14600000,16,855,7400000,0,17000000
3,0,1,1400000,5400000,20,304,800000,1,5900000
2,0,1,1600000,3800000,12,532,1100000,1,10000000
3,0,1,3400000,8500000,6,584,3700000,0,15700000
3,0,0,7800000,28700000,4,447,11300000,0,36800000
4,1,0,7100000,19900000,14,852,7600000,0,27600000
1,1,1,6000000,13100000,2,368,4900000,1,25800000
3,1,1,8200000,28900000,10,447,6800000,1,48500000
4,0,0,3900000,11400000,20,867,3200000,0,18500000
5,1,1,8400000,17600000,12,397,7900000,1,52400000
4,0,0,9700000,19400000,20,798,12800000,0,40400000
1,1,1,8300000,26300000,20,530,8000000,1,67000000
4,0,0,2500000,9900000,16,356,2300000,1,14200000
3,0,0,6100000,24000000,18,718,6800000,0,24100000
3,1,0,5000000,13000000,10,459,7200000,1,24500000
3,1,0,9500000,22200000,8,571,10500000,0,37400000
2,0,0,5700000,20500000,8,412,4900000,1,31300000
1,0,1,5000000,12500000,20,604,7400000,0,16400000
4,1,1,8600000,20600000,16,449,5400000,1,50100000
5,1,0,1400000,5300000,12,778,700000,0,6700000
3,0,0,5900000,21200000,16,476,7700000,1,31300000
4,0,1,4100000,10400000,12,727,4400000,0,34200000
3,0,0,7400000,18500000,8,818,8400000,0,47200000
1,0,1,7100000,19300000,16,738,3600000,0,31500000
5,0,1,5300000,18200000,16,546,4000000,1,35900000
2,1,0,6600000,14100000,2,471,6000000,1,42900000
3,1,0,2800000,10600000,4,860,2900000,0,16600000
1,1,1,1600000,4400000,4,364,2400000,1,7500000
0,0,1,8500000,25300000,20,557,7100000,0,42000000
1,1,1,5200000,20700000,12,612,3200000,0,21300000
2,1,1,6400000,19300000,6,414,3900000,1,28100000
5,0,0,1300000,2900000,4,372,600000,1,4600000
0,0,0,5600000,11600000,12,466,7500000,1,44200000
3,0,1,9000000,19800000,20,348,6000000,1,43100000
1,1,1,7800000,17200000,4,597,8500000,0,33800000
4,1,1,4000000,11000000,8,791,3000000,0,15500000
0,0,1,700000,1800000,12,400,300000,1,4800000
5,0,1,7300000,18700000,16,813,5800000,0,34800000
0,1,1,5200000,15400000,4,675,2900000,0,36900000
1,1,0,6200000,18200000,18,324,3400000,1,34300000
4,0,0,1100000,3600000,8,693,1500000,0,7500000
1,1,1,5600000,13700000,8,491,4200000,1,32300000
5,0,1,3400000,9800000,8,559,2200000,0,14700000
4,0,0,1500000,4900000,16,392,2000000,1,5900000
2,1,0,5800000,18600000,18,532,6700000,1,24100000
4,1,0,9800000,29400000,8,592,9000000,0,81700000
